YEAR,Actor2CountryCode,QuadClass,SubEventType,GoldsteinScale,Record Count
2015,GUY,4,1,-24,6
2015,GUY,4,4,-70,10
2015,HKG,3,2,-13,2
2015,HKG,4,5,-9.2,1
2015,HKG,3,4,-4,2
2015,HKG,4,1,-19,3
2015,HKG,4,4,-85,11
2015,HKG,3,3,-15,5
2015,HKG,4,3,-292.5,30
2015,HND,4,3,-20,2
2015,HND,3,1,-5,1
2015,HRV,4,5,-18.4,2
2015,HRV,4,3,-9.5,1
2015,HRV,4,2,-5,1
2015,HTI,3,2,-34.5,5
2015,HTI,1,2,-1.2,4
2015,HTI,4,3,-80,8
2015,HTI,4,5,-50,10
2015,HTI,4,1,-8,2
2015,HUN,4,4,-40,8
2015,HUN,4,3,-59,6
2015,HUN,4,1,-16,4
2015,HUN,3,2,-6.5,1
2015,IDN,4,4,-2147.4000000000005,401
2015,IDN,3,5,-12,4
2015,IDN,3,3,-123,18
2015,IDN,2,5,-4,2
2015,IDN,4,5,-503.99999999999983,84
2015,IDN,3,4,-26,13
2015,IDN,4,2,-15,3
2015,IDN,3,1,-65,13
2015,IDN,4,3,-2215.1000000000004,229
2015,IDN,4,1,-327,68
2015,IDN,3,2,-190,30
2015,IND,4,3,-2040.6000000000006,212
2015,IND,3,2,-1048,162
2015,IND,2,5,-2,1
2015,IND,4,5,-586.4,103
2015,IND,3,4,-120,48
2015,IND,4,1,-163,34
2015,IND,3,3,-118,27
2015,IND,3,1,-100.8,20
2015,IND,4,4,-1796.3000000000002,337
2015,IRL,4,4,-264.7,41
2015,IRL,3,2,-58.5,9
2015,IRL,4,1,-113,17
2015,IRL,3,3,-14,2
2015,IRL,4,2,-10,2
2015,IRL,4,5,-220,44
2015,IRL,4,3,-564,57
2015,IRL,3,4,-4,2
2015,IRL,2,5,-10,5
2015,IRN,4,3,-1349.7,139
2015,IRN,3,2,-90,13
2015,IRN,4,1,-2361,319
2015,IRN,4,2,-50,10
2015,IRN,3,4,-169,47
2015,IRN,3,3,-407,81
2015,IRN,4,4,-740.6,99
2015,IRN,2,5,-10,5
2015,IRN,2,3,-46,23
2015,IRN,3,5,-104,26
2015,IRN,3,1,-246.40000000000003,48
2015,IRN,4,5,-749.4000000000001,144
2015,IRQ,3,2,-34.5,5
2015,IRQ,2,3,-6,3
2015,IRQ,4,4,-793.0000000000002,100
2015,IRQ,3,1,-5,1
2015,IRQ,1,3,-1.8,6
2015,IRQ,4,3,-1654.9,168
2015,IRQ,4,1,-120,27
2015,IRQ,4,5,-42.599999999999994,6
2015,IRQ,3,3,-107,26
2015,IRQ,3,4,-9,3
2015,ISL,4,4,-20,4
2015,ISL,4,3,-40,4
2015,ISL,3,2,-32.5,5
2015,ISR,3,2,-117,18
2015,ISR,3,1,-28.200000000000003,5
2015,ISR,4,3,-833.5,84
2015,ISR,3,4,-39,18
2015,ISR,4,4,-343.4,52
2015,ISR,3,3,-11,3
2015,ISR,4,5,-38.4,6
2015,ISR,3,5,-4,1
2015,ISR,4,1,-142,18
2015,ISR,2,3,-2,1
2015,ISR,1,3,-0.6,2
2015,ITA,4,4,-1115.3000000000002,203
2015,ITA,4,5,-495.2,94
2015,ITA,3,4,-8,4
2015,ITA,2,5,-4,2
2015,ITA,4,1,-296,65
2015,ITA,3,1,-30,6
2015,ITA,4,3,-1106.5,112
2015,ITA,3,2,-123.5,19
2015,JAM,4,5,-18.4,2
2015,JAM,4,3,-146.5,15
2015,JAM,3,4,-15,3
2015,JAM,4,4,-68,12
2015,JAM,4,1,-58,8
2015,JAM,3,1,-11.6,2
2015,JAM,3,3,-14,2
2015,JOR,4,4,-156.5,22
2015,JOR,4,3,-197.5,20
2015,JOR,4,1,-12,3
2015,JOR,3,5,-14,4
2015,JOR,3,4,-13,5
2015,JOR,4,5,-10,2
2015,JPN,3,4,-1086,459
2015,JPN,4,1,-3092,583
2015,JPN,3,1,-573.2,113
2015,JPN,3,2,-2733,419
2015,JPN,4,5,-1625.6000000000017,268
2015,JPN,2,5,-8,4
2015,JPN,4,3,-26896.700000000055,2749
2015,JPN,3,3,-1273,246
2015,JPN,4,2,-95,19
2015,JPN,1,3,-3.599999999999999,12
2015,JPN,4,4,-10292.899999999994,1641
2015,JPN,3,5,-126,44
2015,KAZ,3,2,-52,8
2015,KAZ,4,1,-14,2
2015,KAZ,3,4,-2,1
2015,KAZ,4,3,-720.6000000000001,77
2015,KAZ,4,4,-99.5,19
2015,KAZ,4,5,-24.2,4
2015,KEN,4,4,-484,92
2015,KEN,3,5,-10,2
2015,KEN,4,3,-535.1,55
2015,KEN,3,3,-26,13
2015,KEN,1,5,-0.8999999999999999,3
2015,KEN,4,5,-87.60000000000001,15
2015,KEN,3,4,-2,1
2015,KEN,3,2,-32.5,5
2015,KEN,4,1,-97,18
2015,KGZ,4,4,-90,17
2015,KGZ,4,3,-599.7,66
2015,KGZ,4,1,-50,11
2015,KGZ,3,2,-91.5,13
2015,KGZ,4,5,-50,10
2015,KGZ,3,1,-5,1
2015,KHM,4,4,-1004,197
2015,KHM,4,3,-491,50
2015,KHM,3,2,-65,10
2015,KHM,4,1,-58,13
2015,KHM,4,5,-48.4,8
2015,KHM,3,5,-19,4
2015,KHM,3,3,-67,11
2015,KHM,3,4,-64,32
2015,KOR,2,5,-4,2
2015,KOR,2,3,-4,2
2015,KOR,3,1,-215.2,43
2015,KOR,4,1,-1139,231
2015,KOR,3,5,-23,6
2015,KOR,3,4,-361,110
2015,KOR,4,5,-390.3999999999999,68
2015,KOR,3,3,-278,44
2015,KOR,4,2,-70,14
2015,KOR,4,3,-8198.999999999996,836
2015,KOR,4,4,-2755.199999999999,449
2015,KOR,3,2,-693,106
2015,KWT,4,4,-50,7
2015,KWT,4,5,-10,2
2015,KWT,3,3,-9,2
2015,KWT,4,3,-50,5
2015,KWT,3,2,-19.5,3
2015,LAO,4,3,-178,18
2015,LAO,4,1,-94,19
2015,LAO,4,4,-195,36
2015,LAO,4,5,-216.79999999999998,40
2015,LAO,3,2,-39,6
2015,LBN,3,3,-21,3
2015,LBN,4,3,-223.5,23
2015,LBN,3,4,-6,3
2015,LBN,4,4,-75.4,10
2015,LBN,4,5,-32.599999999999994,4
2015,LBN,3,2,-47.5,7
2015,LBR,3,2,-19.5,3
2015,LBR,3,4,-2,1
2015,LBR,3,5,-4,2
2015,LBR,4,3,-40,4
2015,LBR,4,4,-35,7
2015,LKA,4,3,-829.0999999999999,85
2015,LKA,3,1,-115.19999999999999,24
2015,LKA,4,5,-105,21
2015,LKA,4,2,-15,3
2015,LKA,4,1,-363,86
2015,LKA,2,3,-2,1
2015,LKA,4,4,-340.4,63
2015,LKA,3,2,-84.5,13
2015,LKA,3,4,-55,23
2015,LKA,3,3,-28,4
2015,LTU,3,1,-10,2
2015,LTU,4,4,-45,9
2015,LTU,4,3,-50,5
2015,LUX,4,1,-20,5
2015,LVA,4,4,-55,11
2015,LVA,3,1,-10,2
2015,LVA,4,3,-50,5
2015,MAC,4,5,-9.2,1
2015,MAC,3,2,-8,2
2015,MAC,4,3,-108.8,12
2015,MAC,4,4,-45,9
2015,MAR,4,5,-10,2
2015,MAR,4,4,-10,2
2015,MAR,4,3,-20,2
2015,MDA,4,4,-30,6
2015,MDG,4,3,-19,2
2015,MDG,4,5,-10,2
2015,MDG,3,4,-2,1
2015,MDG,4,4,-41.6,7
2015,MEX,3,2,-39,6
2015,MEX,4,5,-173.4,33
2015,MEX,3,1,-5,1
2015,MEX,4,1,-116,27
2015,MEX,3,3,-14,2
2015,MEX,4,4,-340,56
2015,MEX,3,4,-74,34
2015,MEX,3,5,-12,6
2015,MEX,4,3,-320,34
2015,MKD,4,5,-15,3
2015,MKD,4,3,-48.5,5
2015,MKD,3,1,-10,2
2015,MKD,4,4,-15,3
2015,MLI,3,3,-4,2
2015,MLI,4,3,-2816,285
2015,MLI,4,5,-15,3
2015,MLI,4,4,-734.5,80
2015,MLI,4,1,-4,1
2015,MLT,3,4,-2,1
2015,MLT,4,1,-12,2
2015,MLT,4,3,-70,7
2015,MMR,2,3,-20,10
2015,MMR,4,2,-20,4
2015,MMR,4,4,-3008.8999999999996,536
2015,MMR,4,5,-655.2,126
2015,MMR,4,1,-456,96
2015,MMR,2,5,-14,7
2015,MMR,3,3,-281,53
2015,MMR,3,1,-46.4,9
2015,MMR,4,3,-12387.900000000007,1270
2015,MMR,3,2,-608.5,96
2015,MMR,1,3,-3.899999999999999,13
2015,MMR,1,5,-0.3,1
2015,MMR,3,4,-184,83
2015,MMR,1,2,-0.8999999999999999,3
2015,MNG,4,4,-510.79999999999995,96
2015,MNG,3,3,-10,2
2015,MNG,4,5,-195,39
2015,MNG,3,4,-112,53
2015,MNG,4,3,-1257.5,132
2015,MNG,4,2,-5,1
2015,MNG,3,1,-5,1
2015,MNG,3,5,-2,1
2015,MNG,3,2,-384,60
2015,MNG,4,1,-22,4
2015,MOZ,4,4,-85,17
2015,MOZ,4,3,-60,6
2015,MOZ,3,3,-42,6
2015,MOZ,3,2,-6.5,1
2015,MUS,4,1,-35,8
2015,MUS,4,4,-20,4
2015,MUS,4,5,-18.4,2
2015,MUS,4,3,-10,1
2015,MWI,4,5,-30,6
2015,MWI,4,3,-9,1
2015,MWI,4,4,-90,18
2015,MWI,3,4,-18,9
2015,MWI,4,1,-26,4
2015,MYS,4,2,-45,9
2015,MYS,3,2,-3939,608
2015,MYS,3,4,-284,127
2015,MYS,4,5,-502.9999999999999,88
2015,MYS,1,3,-0.3,1
2015,MYS,4,3,-4265.899999999997,439
2015,MYS,4,1,-1942,313
2015,MYS,1,2,-2.9999999999999996,10
2015,MYS,3,1,-379.80000000000024,71
2015,MYS,3,3,-273,48
2015,MYS,3,5,-35,8
2015,MYS,4,4,-1946.6000000000001,346
2015,NAM,4,5,-27.599999999999998,3
2015,NAM,3,5,-24,8
2015,NAM,4,1,-16,4
2015,NAM,4,4,-160,32
2015,NAM,3,1,-5,1
2015,NAM,4,3,-227.59999999999997,24
2015,NER,4,1,-4,1
2015,NER,4,3,-40,4
2015,NGA,3,2,-122,19
2015,NGA,4,1,-147,31
2015,NGA,3,4,-39,12
2015,NGA,4,3,-447.5,46
2015,NGA,3,1,-15,3
2015,NGA,4,4,-1438,207
2015,NGA,4,5,-112.00000000000001,14
2015,NGA,3,3,-2,1
2015,NIC,3,2,-188.5,29
2015,NIC,4,1,-12,3
2015,NIC,4,4,-15,3
2015,NIC,4,3,-40,4
2015,NIC,3,1,-5.8,1
2015,NLD,4,3,-418.7,43
2015,NLD,3,2,-21.5,3
2015,NLD,3,1,-55.59999999999999,10
2015,NLD,3,4,-53,25
2015,NLD,4,5,-116.00000000000001,19
2015,NLD,4,1,-367,49
2015,NLD,4,4,-435.99999999999994,68
2015,NOR,3,5,-119,26
2015,NOR,3,4,-14,7
2015,NOR,4,3,-256,26
2015,NOR,4,1,-347,61
2015,NOR,4,5,-95,19
2015,NOR,3,2,-13,2
2015,NOR,4,4,-1091.5,128
2015,NOR,3,3,-27,6
2015,NPL,4,4,-869.8000000000002,124
2015,NPL,3,4,-84,36
2015,NPL,4,5,-379.5999999999999,65
2015,NPL,3,2,-441,68
2015,NPL,3,1,-21.6,4
2015,NPL,4,3,-2291.9,235
2015,NPL,4,1,-405,99
2015,NPL,3,3,-5,1
2015,NZL,3,2,-147,24
2015,NZL,3,4,-45,12
2015,NZL,1,5,-0.6,2
2015,NZL,4,4,-1005.4000000000001,187
2015,NZL,3,3,-49,7
2015,NZL,2,5,-8,4
2015,NZL,3,5,-44,15
2015,NZL,4,1,-132,28
2015,NZL,4,3,-760.9000000000001,78
2015,NZL,3,1,-87,17
2015,NZL,4,5,-339.4,62
2015,OMN,4,1,-8,2
2015,OMN,4,4,-43.8,7
2015,PAK,3,1,-448.80000000000007,88
2015,PAK,4,1,-995,220
2015,PAK,4,4,-2492.8,385
2015,PAK,3,2,-916,141
2015,PAK,3,3,-452,79
2015,PAK,3,4,-176,79
2015,PAK,4,5,-310.3999999999999,52
2015,PAK,4,3,-8338.399999999989,866
2015,PAK,3,5,-4,2
2015,PAN,4,4,-40,8
2015,PAN,4,3,-40,4
2015,PER,4,5,-159.6,21
2015,PER,3,2,-130,20
2015,PER,4,1,-33,5
2015,PER,3,4,-4,2
2015,PER,4,3,-79,8
2015,PER,4,4,-75,15
2015,PHL,3,2,-2986.5,475
2015,PHL,2,5,-2,1
2015,PHL,3,5,-14,4
2015,PHL,3,1,-772.5999999999999,151
2015,PHL,1,3,-7.199999999999997,24
2015,PHL,4,3,-12808.600000000008,1340
2015,PHL,4,5,-935.4000000000005,156
2015,PHL,4,1,-2088,390
2015,PHL,3,4,-1541,568
2015,PHL,1,5,-1.2,4
2015,PHL,4,4,-5201.19999999999,876
2015,PHL,3,3,-442,79
2015,PNG,4,4,-44.2,6
2015,PNG,4,3,-28.5,3
2015,PNG,2,5,-2,1
2015,POL,2,5,-2,1
2015,POL,3,1,-5.8,1
2015,POL,3,4,-27,9
2015,POL,4,5,-34.2,6
2015,POL,4,1,-30,7
2015,POL,3,2,-40,6
2015,POL,4,3,-216,22
2015,POL,4,4,-161.5,28
2015,PRK,1,2,-1.2,4
2015,PRK,3,2,-320,50
2015,PRK,4,3,-10631.000000000007,1105
2015,PRK,4,2,-190,38
2015,PRK,4,5,-884.6000000000001,166
2015,PRK,3,3,-177,43
2015,PRK,3,5,-14,7
2015,PRK,3,4,-225,99
2015,PRK,4,4,-3135.899999999999,497
2015,PRK,3,1,-473.0000000000001,93
2015,PRK,2,3,-2,1
2015,PRK,4,1,-1684,305
2015,PRT,4,5,-65,13
2015,PRT,3,4,-5,1
2015,PRT,4,3,-107.2,11
2015,PRT,4,4,-75,14
2015,PRT,4,1,-22,4
2015,PRY,4,4,-245,37
2015,QAT,4,5,-20,4
2015,QAT,3,2,-13,2
2015,QAT,3,4,-5,1
2015,QAT,4,1,-92,20
2015,QAT,4,4,-170,31
2015,QAT,4,3,-156.2,16
2015,RUS,3,3,-1433,214
2015,RUS,3,1,-520.0000000000001,100
2015,RUS,4,4,-2744.6,450
2015,RUS,3,4,-354,126
2015,RUS,3,2,-852,137
2015,RUS,3,5,-32,9
2015,RUS,4,2,-120,24
2015,RUS,1,3,-0.6,2
2015,RUS,4,1,-2809,458
2015,RUS,2,5,-8,4
2015,RUS,4,5,-1231.6000000000004,236
2015,RUS,4,3,-15667.600000000013,1646
2015,RUS,1,5,-1.2,4
2015,RWA,4,5,-20,4
2015,RWA,4,3,-30,3
2015,RWA,4,4,-40,8
2015,RWA,4,1,-12,3
2015,SAU,4,4,-482.5,61
2015,SAU,3,2,-5,1
2015,SAU,4,2,-30,6
2015,SAU,3,1,-5,1
2015,SAU,4,3,-562,57
2015,SAU,4,1,-94,18
2015,SAU,3,4,-13,5
2015,SAU,4,5,-34.2,6
2015,SAU,3,3,-18,4
2015,SDN,4,4,-222,34
2015,SDN,3,3,-17,3
2015,SDN,3,1,-45,9
2015,SDN,4,3,-155.5,16
2015,SDN,3,5,-2,1
2015,SDN,4,1,-189,26
2015,SDN,4,5,-5,1
2015,SDN,3,4,-55,14
2015,SEN,4,3,-10,1
2015,SEN,4,5,-20,4
2015,SEN,4,4,-10,2
2015,SGP,2,5,-4,2
2015,SGP,4,1,-341,82
2015,SGP,3,1,-140.8,28
2015,SGP,3,2,-346,54
2015,SGP,3,3,-60,13
2015,SGP,4,5,-239.2,47
2015,SGP,4,3,-1826.8000000000002,188
2015,SGP,3,4,-21,6
2015,SGP,4,2,-20,4
2015,SGP,3,5,-10,2
2015,SGP,4,4,-1223.1000000000004,218
2015,SLE,3,2,-13,2
2015,SLE,3,4,-10,2
2015,SLE,4,3,-58.5,6
2015,SLE,4,4,-24.5,4
2015,SLE,4,1,-12,3
2015,SLE,4,5,-15,3
2015,SLV,3,1,-5,1
2015,SLV,4,3,-40,4
2015,SOM,4,3,-1565.7,157
2015,SOM,3,3,-18,4
2015,SOM,4,4,-802,86
2015,SOM,4,5,-92,10
2015,SOM,4,1,-68,17
2015,SRB,3,2,-19.5,3
2015,SRB,4,4,-50,10
2015,SRB,4,3,-31.599999999999998,4
2015,SUR,4,3,-28.8,4
2015,SVK,3,3,-14,2
2015,SVK,4,3,-49.5,5
2015,SVK,4,1,-8,2
2015,SVK,4,4,-10,2
2015,SWE,3,3,-7,1
2015,SWE,4,5,-60,12
2015,SWE,4,3,-176,18
2015,SWE,4,4,-142.5,26
2015,SWE,4,1,-137,18
2015,SWE,3,4,-32,16
2015,SWE,4,2,-15,3
2015,SWE,3,2,-26,4
2015,SYR,3,1,-155.4,29
2015,SYR,3,3,-264,42
2015,SYR,4,2,-10,2
2015,SYR,4,3,-3284.2,333
2015,SYR,1,3,-0.8999999999999999,3
2015,SYR,3,2,-102,18
2015,SYR,4,1,-88,14
2015,SYR,2,5,-2,1
2015,SYR,4,5,-52.599999999999994,8
2015,SYR,4,4,-598.6999999999999,89
2015,SYR,3,5,-20,4
2015,TCD,4,3,-97,10
2015,TCD,4,1,-4,1
2015,TCD,4,4,-10,2
2015,TGO,3,2,-6.5,1
2015,THA,4,4,-3795.199999999999,616
2015,THA,3,1,-15,3
2015,THA,4,1,-928,188
2015,THA,3,2,-371.5,57
2015,THA,4,3,-5059.399999999997,519
