YEAR,Actor2CountryCode,QuadClass,GoldsteinScale,Record Count
2002,PHL,3,-287.2,94
2002,PHL,1,-3.9,10
2002,PHL,4,-651.4000000000001,119
2002,PHL,2,-6,3
2002,PNG,3,-9,2
2002,PNG,4,-10,2
2002,POL,4,-30,6
2002,PRK,4,-2309.7,379
2002,PRK,1,-40.99999999999997,71
2002,PRK,2,-144,72
2002,PRK,3,-889.3999999999996,250
2002,PRT,3,-5,1
2002,PRY,3,-4,2
2002,QAT,3,-6,3
2002,RUS,4,-1331.7000000000007,186
2002,RUS,3,-1173.1,336
2002,RUS,2,-102,51
2002,RUS,1,-51.39999999999993,96
2002,SAU,4,-57.5,7
2002,SAU,3,-4,2
2002,SDN,3,-6,2
2002,SGP,4,-77.2,15
2002,SGP,3,-40.4,16
2002,SGP,1,-3.6,5
2002,SRB,4,-15,2
2002,SRB,3,-13,2
2002,SUR,4,-5,1
2002,SVK,3,-26,7
2002,SVK,4,-5,1
2002,SWE,4,-25,5
2002,SWE,3,-10,2
2002,SWE,1,-0.8,2
2002,SYR,2,-6,3
2002,TCD,3,-5,1
2002,TCD,4,-4,1
2002,THA,1,-0.8,2
2002,THA,4,-153.10000000000002,27
2002,THA,3,-85,24
2002,TJK,1,-0.8,2
2002,TJK,4,-67.4,7
2002,TJK,2,-4,2
2002,TJK,3,-26.4,7
2002,TKM,4,-48,8
2002,TKM,3,-17,4
2002,TUN,3,-39,12
2002,TUN,1,-0.8,2
2002,TUR,1,-3.1999999999999997,8
2002,TUR,4,-75,10
2002,TUR,3,-85,16
2002,TZA,3,-16,4
2002,UGA,1,-0.4,1
2002,UGA,3,-8,4
2002,UGA,4,-38,8
2002,UKR,4,-59,12
2002,UKR,2,-12,6
2002,UKR,3,-71,19
2002,UKR,1,-18.4,10
2002,URY,3,-4,2
2002,USA,2,-274,137
2002,USA,4,-3559.299999999999,504
2002,USA,1,-136.40000000000006,262
2002,USA,3,-4040.6000000000063,1136
2002,UZB,2,-4,2
2002,UZB,4,-84,9
2002,UZB,1,-2.6999999999999997,9
2002,UZB,3,-55.8,13
2002,VEN,3,-19,5
2002,VNM,3,-245.80000000000004,73
2002,VNM,1,-0.8,2
2002,VNM,4,-1027.6,127
2002,VNM,2,-12,6
2002,YEM,4,-5,1
2002,ZAF,4,-55,9
2002,ZAF,3,-35.5,8
2002,ZMB,3,-4,2
2002,ZMB,4,-20,4
2002,ZWE,4,-80,14
2002,ZWE,3,-4,2
2002,ZWE,1,-5.200000000000001,5
