YEAR,Actor2CountryCode,GoldsteinScale,Record Count
2017,COD,-10,20
2018,COD,-10,9
2019,COD,-40,15
2020,COD,-5,24
2021,COD,-4,52
2022,COD,-5,37
2023,COD,-5,57
2004,COG,-2,1
2005,COG,-5,3
2007,COG,-20,2
2008,COG,-9,20
2009,COG,-20,26
2010,COG,-30,14
2011,COG,-75,21
2012,COG,-340,72
2013,COG,-5,16
2014,COG,-14,2
2015,COG,-4,111
2016,COG,-10,25
2017,COG,-10,32
2018,COG,-18,4
2019,COG,-10,17
2020,COG,-5,16
2021,COG,-81,33
2022,COG,-15,9
2023,COG,-18,13
2006,COL,-10,5
2007,COL,-9,7
2008,COL,-10,11
2009,COL,-10,28
2010,COL,-22,26
2011,COL,-7,106
2012,COL,-10,78
2013,COL,-7,20
2014,COL,-18,38
2015,COL,-43,116
2016,COL,-2,107
2017,COL,-50,107
2018,COL,-13,28
2019,COL,-10,18
2020,COL,-5,36
2021,COL,-18,10
2022,COL,-56,12
2023,COL,-18,20
2007,CRI,-32,22
2008,CRI,-20,13
2009,CRI,-10,6
2011,CRI,-5,3
2012,CRI,-16,7
2013,CRI,-20,10
2015,CRI,-15,7
2016,CRI,-5,9
2017,CRI,-7,10
2018,CRI,-10,9
2019,CRI,-10,13
2020,CRI,-28,9
2021,CRI,-40,6
2022,CRI,-5,1
2023,CRI,-10,8
2003,CUB,-5,1
2004,CUB,-30,16
2005,CUB,-5,4
2006,CUB,-7,16
2007,CUB,-20,5
2008,CUB,-7,51
2009,CUB,-43,58
2010,CUB,-10,62
2011,CUB,-10,23
2012,CUB,-5,46
2013,CUB,-29,31
2014,CUB,-10,69
2015,CUB,-30,107
2016,CUB,-30,111
2017,CUB,-5,78
2018,CUB,-24,185
2019,CUB,-40,143
2020,CUB,-5,199
2021,CUB,-22,175
2022,CUB,-30,86
2023,CUB,-10,127
2007,CYM,-20,5
2008,CYM,-20,8
2009,CYM,-10,2
2010,CYM,-10,5
2011,CYM,-20,9
2012,CYM,-10,18
2013,CYM,-20,16
2014,CYM,-5,6
2015,CYM,-2,10
2016,CYM,-5,9
2017,CYM,-20,14
2018,CYM,-70,18
2019,CYM,-20,17
2020,CYM,-10,8
2021,CYM,-5,3
2022,CYM,-5,2
2023,CYM,-4,4
2003,CYP,-20,2
2004,CYP,-20,2
2005,CYP,-10,6
2006,CYP,-20,3
2007,CYP,-5,1
2008,CYP,-20,6
2009,CYP,-25,15
2010,CYP,-8,2
2011,CYP,-8,2
2012,CYP,-4,4
2013,CYP,-10,22
2014,CYP,-10,39
2015,CYP,-5,3
2016,CYP,-5,17
2017,CYP,-10,30
2018,CYP,-5,2
2019,CYP,-10,4
2020,CYP,-2,14
2021,CYP,-20,4
2022,CYP,-20,7
2023,CYP,-15,55
2003,CZE,-12,26
2004,CZE,-7,36
2005,CZE,-20,16
2006,CZE,-19,18
2007,CZE,-10,22
2008,CZE,-80,24
2009,CZE,-10,43
2010,CZE,-117,41
2011,CZE,-7,22
2012,CZE,-30,16
2013,CZE,-18,14
2014,CZE,-30,33
2015,CZE,-15,25
2016,CZE,-10,195
2017,CZE,-70,16
2018,CZE,-20,52
2019,CZE,-30,167
2020,CZE,-10,421
2021,CZE,-5,40
2022,CZE,-8,63
2023,CZE,-1,58
2003,DEU,-19,48
2004,DEU,-15,79
2005,DEU,-5,65
2006,DEU,-10,54
2007,DEU,-20,482
2008,DEU,-103,330
2009,DEU,-50,380
2010,DEU,-32,231
2011,DEU,-64,471
2012,DEU,-34,563
2013,DEU,-10,303
2014,DEU,-2,780
2015,DEU,-4,891
2016,DEU,-59,974
2017,DEU,-30,1143
2018,DEU,-5,780
2019,DEU,-5,870
2020,DEU,-158,1502
2021,DEU,-72,662
2022,DEU,-4,482
2023,DEU,-10,634
2003,DJI,-10,1
2006,DJI,-8,2
2008,DJI,-50,5
2009,DJI,-14,2
2012,DJI,-7,1
2014,DJI,-10,5
2015,DJI,-44,70
2016,DJI,-4,30
2017,DJI,-29,273
2018,DJI,-71,197
2019,DJI,-7,65
2020,DJI,-49,50
2021,DJI,-39,25
2022,DJI,-14,46
2023,DJI,-7,40
2003,DNK,-5,15
2004,DNK,-4,3
2005,DNK,-41,19
2006,DNK,-48,5
2007,DNK,-4,7
2008,DNK,-5,17
2009,DNK,-7,158
2010,DNK,-10,78
2011,DNK,-70,23
2012,DNK,-14,44
2013,DNK,-14,32
2014,DNK,-5,35
2015,DNK,-7,136
2016,DNK,-5,111
2017,DNK,-37,85
2018,DNK,-15,68
2019,DNK,-20,114
2020,DNK,-488,159
2021,DNK,-10,54
2022,DNK,-10,35
2023,DNK,-15,93
2006,DOM,-5,1
2007,DOM,-40,4
2008,DOM,-4,2
2009,DOM,-5,2
2010,DOM,-5,1
2011,DOM,-20,16
2012,DOM,-20,4
2013,DOM,-32,11
2014,DOM,-5,1
2015,DOM,-5,1
2016,DOM,-20,7
2017,DOM,-29,7
2018,DOM,-57,37
2019,DOM,-47,23
2020,DOM,-80,26
2021,DOM,-8,9
2022,DOM,-5,4
2023,DOM,-30,6
2003,DZA,-10,1
2006,DZA,-26,4
2007,DZA,-154,23
2008,DZA,-50,9
2009,DZA,-39,232
2010,DZA,-30,17
2011,DZA,-10,13
2012,DZA,-5,18
2013,DZA,-40,24
2014,DZA,-30,27
2015,DZA,-15,17
2016,DZA,-10,19
2017,DZA,-10,9
2018,DZA,-5,137
2019,DZA,-2,28
2020,DZA,-13,126
2021,DZA,-260,106
2022,DZA,-20,14
2023,DZA,-5,7
2008,ECU,-5,2
2009,ECU,-8,17
2010,ECU,-20,5
2011,ECU,0,22
2012,ECU,-9,46
2013,ECU,-25,21
2014,ECU,-5,48
2015,ECU,-20,52
2016,ECU,-4,46
2017,ECU,-18,160
2018,ECU,-13,55
2019,ECU,-5,66
2020,ECU,-90,168
2021,ECU,-10,26
2022,ECU,-5,27
2023,ECU,-24,46
2003,EGY,-10,27
2004,EGY,-60,8
2005,EGY,-10,3
2006,EGY,-10,15
2007,EGY,-5,4
2008,EGY,-8,44
2009,EGY,-16,55
2010,EGY,-7,43
2011,EGY,-310,406
2012,EGY,-7,284
2013,EGY,-15,239
2014,EGY,-30,207
2015,EGY,-130,227
2016,EGY,-94,261
2017,EGY,-5,383
2018,EGY,-10,162
2019,EGY,-5,251
2020,EGY,-9,277
2021,EGY,-40,142
2022,EGY,-7,116
2023,EGY,-48,124
2003,ESP,-16,11
2004,ESP,-20,10
2005,ESP,-6,20
2006,ESP,-5,44
2007,ESP,-9,40
2008,ESP,-10,69
2009,ESP,-4,118
2010,ESP,-28,94
2011,ESP,-19,132
2012,ESP,-8,225
2013,ESP,-5,314
2014,ESP,-5,302
2015,ESP,-8,370
2016,ESP,-20,446
2017,ESP,-100,274
2018,ESP,-10,209
2019,ESP,-10,308
2020,ESP,-204,343
2021,ESP,-18,106
2022,ESP,-10,112
2023,ESP,-30,108
2007,EST,-1,2
2008,EST,-27,7
2009,EST,-5,2
2010,EST,-5,3
2011,EST,-63,31
2012,EST,-10,14
2013,EST,-10,10
2014,EST,-22,5
2015,EST,-18,9
2017,EST,-25,11
2018,EST,-10,9
2019,EST,-5,15
2020,EST,-10,20
2021,EST,-10,31
2022,EST,-13,23
2023,EST,-5,24
2003,ETH,-5,3
2004,ETH,-10,2
2005,ETH,-15,3
2006,ETH,-15,3
2007,ETH,-99,427
2008,ETH,-10,44
2009,ETH,-10,85
2010,ETH,-5,41
2011,ETH,-14,48
2012,ETH,-10,34
2013,ETH,-21,66
2014,ETH,-2,35
2015,ETH,-30,63
2016,ETH,-6,76
2017,ETH,-16,109
2018,ETH,-190,86
2019,ETH,-10,100
2020,ETH,-292,288
2021,ETH,-14,81
2022,ETH,-4,67
2023,ETH,-13,90
2003,FIN,-7,1
2004,FIN,-20,7
2006,FIN,-40,41
2007,FIN,-5,4
2008,FIN,-25,11
2009,FIN,-60,26
2010,FIN,-5,21
2011,FIN,-58,26
2012,FIN,-20,34
2013,FIN,-13,61
2014,FIN,-5,78
2015,FIN,-10,24
2016,FIN,-10,31
2017,FIN,-5,50
2018,FIN,-15,63
2019,FIN,-20,65
2020,FIN,-20,164
2021,FIN,-5,45
2022,FIN,-5,27
2023,FIN,-8,31
2003,FJI,-10,9
2004,FJI,-5,1
2005,FJI,-30,11
2006,FJI,-12,18
2007,FJI,-14,5
2008,FJI,-20,75
2009,FJI,-10,25
2010,FJI,-5,33
2011,FJI,-7,18
2012,FJI,-20,21
2013,FJI,-20,47
2014,FJI,-10,32
2015,FJI,-10,25
2016,FJI,-5,67
2017,FJI,-10,78
2018,FJI,-5,56
2019,FJI,-35,75
2020,FJI,-54,91
2021,FJI,-5,21
2022,FJI,-12,72
2023,FJI,-38,136
2003,FRA,-24,57
2004,FRA,-15,113
2005,FRA,-5,69
2006,FRA,-15,103
2007,FRA,-28,271
2008,FRA,-456,1194
2009,FRA,-113,739
2010,FRA,-5,428
2011,FRA,-2,445
2012,FRA,-10,609
2013,FRA,-26,473
2014,FRA,-120,675
2015,FRA,-458,1326
2016,FRA,-616,1447
2017,FRA,-63,1348
2018,FRA,-54,939
2019,FRA,-20,1183
2020,FRA,-1,1475
2021,FRA,-10,529
2022,FRA,-8,542
2023,FRA,-25,682
2003,FSM,-10,2
2004,FSM,-8,2
2005,FSM,-5,2
2006,FSM,-10,3
2007,FSM,-8,7
2008,FSM,-5,2
2009,FSM,-5,9
2010,FSM,-8,2
2011,FSM,-7,17
2012,FSM,-7,15
2013,FSM,-14,12
2014,FSM,-20,22
2016,FSM,-10,7
2017,FSM,-13,4
2018,FSM,-30,6
2019,FSM,-52,11
2020,FSM,-20,12
2021,FSM,-10,2
2022,FSM,-40,15
2023,FSM,-8,6
2008,GAB,-44,11
2009,GAB,-29,6
2010,GAB,-15,5
2012,GAB,-5,7
2013,GAB,-5,21
2014,GAB,-20,9
2015,GAB,-20,4
2016,GAB,-5,9
2017,GAB,-46,12
2018,GAB,-5,12
2019,GAB,-81,31
2020,GAB,-18,30
2021,GAB,-9,26
2023,GAB,-18,11
2003,GBR,-8,140
2004,GBR,-7,166
2005,GBR,-29,68
2006,GBR,-10,235
2007,GBR,-24,517
2008,GBR,-24,830
2009,GBR,-106,2238
2010,GBR,-5,979
2011,GBR,-8,832
2012,GBR,-534,3054
2013,GBR,-7,2132
2014,GBR,-8,2757
2015,GBR,-75,2670
2016,GBR,-454,3259
2017,GBR,-14,2319
2018,GBR,-1,2144
2019,GBR,-29,4863
2020,GBR,-134,7118
2021,GBR,-119,4057
2022,GBR,-209,2067
2023,GBR,-6,2112
2023,GEO,-7,1
2003,GHA,-9,7
2005,GHA,-10,1
2006,GHA,-10,2
2007,GHA,-5,6
2008,GHA,-5,10
2009,GHA,-55,46
2010,GHA,-30,41
2011,GHA,-2,47
2012,GHA,-225,173
2013,GHA,-18,450
2014,GHA,-15,83
2015,GHA,-20,115
2016,GHA,-10,151
2017,GHA,-55,433
2018,GHA,-4,260
2019,GHA,-14,355
2020,GHA,-22,221
2021,GHA,-15,135
2022,GHA,-4,160
2023,GHA,-35,124
2004,GIN,-4,2
2009,GIN,-4,19
2010,GIN,-5,4
2011,GIN,-10,23
2012,GIN,-8,1
2013,GIN,-10,5
2014,GIN,-10,11
2015,GIN,-40,6
2016,GIN,-340,66
2017,GIN,-5,36
2018,GIN,-10,13
2019,GIN,-10,7
2020,GIN,-20,19
2021,GIN,-10,8
2022,GIN,-7,2
2023,GIN,-72,14
2009,GNB,-20,8
2010,GNB,-14,2
2011,GNB,-60,6
2012,GNB,-7,8
2013,GNB,-20,7
2016,GNB,-10,2
2017,GNB,-20,24
2018,GNB,-20,4
2020,GNB,-10,1
2023,GNB,-15,3
2003,GRC,-12,16
2004,GRC,-20,3
2005,GRC,-15,6
2006,GRC,-9,9
2007,GRC,-15,14
2008,GRC,-10,870
2009,GRC,-18,39
2010,GRC,-20,45
2011,GRC,-15,179
2012,GRC,-10,125
2013,GRC,-40,38
2014,GRC,-45,113
2015,GRC,-27,149
2016,GRC,-20,198
2017,GRC,-20,110
2018,GRC,-20,111
2019,GRC,-15,78
2020,GRC,-108,104
2021,GRC,-10,72
2022,GRC,-13,64
2023,GRC,-20,46
2003,GUY,-10,1
2006,GUY,-22,3
2007,GUY,-20,4
2008,GUY,-4,8
2010,GUY,-4,11
2011,GUY,-40,5
2012,GUY,-10,7
2013,GUY,-5,13
2014,GUY,-10,10
2015,GUY,-9,37
2016,GUY,-2,49
2017,GUY,-40,37
2018,GUY,-14,27
2019,GUY,-30,25
2020,GUY,-29,25
2021,GUY,-7,16
2022,GUY,-5,11
2023,GUY,-10,27
2003,HKG,-5,1
2004,HKG,-4,4
2006,HKG,-5,3
2007,HKG,-6,15
2008,HKG,-10,3
2009,HKG,-2,11
2010,HKG,-5,4
2011,HKG,-10,8
2012,HKG,-20,13
2013,HKG,-4,16
2014,HKG,-8,54
2015,HKG,-10,54
2016,HKG,-5,44
2017,HKG,-37,29
2018,HKG,-40,48
2019,HKG,-10,19
2020,HKG,-10,3
2021,HKG,-5,4
2022,HKG,-60,19
2023,HKG,-5,2
2004,HND,-18,2
2007,HND,-13,2
2008,HND,-10,2
2009,HND,-4,9
2010,HND,-20,3
2011,HND,-10,2
2012,HND,-10,4
2013,HND,-10,1
2014,HND,-10,6
2015,HND,-20,3
2016,HND,-20,16
2017,HND,-25,10
2018,HND,-68,17
2020,HND,-7,8
2022,HND,-10,3
2023,HND,-65,91
2003,HRV,-10,16
2004,HRV,-15,3
2005,HRV,-10,11
2006,HRV,-20,4
2007,HRV,-5,3
2008,HRV,-25,8
2009,HRV,-8,8
2010,HRV,-10,2
2011,HRV,-4,19
2012,HRV,-134,23
2013,HRV,-8,6
2014,HRV,-8,11
2015,HRV,-10,4
2016,HRV,-5,9
2017,HRV,-10,17
2018,HRV,-12,26
2019,HRV,-25,12
2020,HRV,-4,6
2021,HRV,-4,2
2022,HRV,-10,3
2023,HRV,-55,19
2004,HTI,-6,3
2007,HTI,-40,4
2008,HTI,-20,6
2009,HTI,-4,24
2010,HTI,-10,74
2011,HTI,-10,5
2012,HTI,-29,8
2013,HTI,-20,5
2014,HTI,-1,2
2015,HTI,-50,29
2016,HTI,-10,19
2017,HTI,-60,22
2018,HTI,-30,8
2019,HTI,-20,10
2020,HTI,-10,4
2021,HTI,-20,17
2022,HTI,-10,23
2023,HTI,-72,34
2003,HUN,-5,4
2006,HUN,-18,3
2007,HUN,-10,7
2008,HUN,-5,2
2009,HUN,-10,19
2010,HUN,-30,10
2011,HUN,-8,29
2012,HUN,-7,20
2013,HUN,-9,6
2014,HUN,-10,41
2015,HUN,-8,19
2016,HUN,-10,43
2017,HUN,-30,50
2018,HUN,-7,30
2019,HUN,-10,58
2020,HUN,-25,115
2021,HUN,-212,302
2022,HUN,-20,30
2023,HUN,-10,73
2003,IDN,-13,56
2004,IDN,-5,43
2005,IDN,-27,54
2006,IDN,-10,53
2007,IDN,-5,166
2008,IDN,-5,154
2009,IDN,-12,262
2010,IDN,-10,176
2011,IDN,-6,267
2012,IDN,-10,262
2013,IDN,-13,390
2014,IDN,-30,608
2015,IDN,-115,865
2016,IDN,-5,3863
2017,IDN,-265,1038
2018,IDN,-38,715
2019,IDN,-80,811
2020,IDN,-14,1779
2021,IDN,-10,547
2022,IDN,-158,289
2023,IDN,-12,756
2003,IND,-87,69
2004,IND,-20,14
2005,IND,-10,2
2006,IND,-20,74
2007,IND,-59,155
2008,IND,-72,396
2009,IND,-15,730
2010,IND,-14,444
2011,IND,-85,354
2012,IND,-37,549
2013,IND,-259,542
2014,IND,-59,806
2015,IND,-104,944
2016,IND,-45,1690
2017,IND,-7,2802
2018,IND,-2,1005
2019,IND,-83,1031
2020,IND,-127,3747
2021,IND,-28,1095
2022,IND,-16,1464
2023,IND,-27,1430
2003,IRL,-5,1
2004,IRL,-9,5
2006,IRL,-5,2
2007,IRL,-10,32
2008,IRL,-56,74
2009,IRL,-12,111
2010,IRL,-20,66
2011,IRL,-15,68
2012,IRL,-5,172
2013,IRL,-7,354
2014,IRL,-20,133
2015,IRL,-16,179
2016,IRL,-70,180
2017,IRL,-15,93
2018,IRL,-5,178
2019,IRL,-99,116
2020,IRL,-25,348
2021,IRL,-13,159
2022,IRL,-80,284
2023,IRL,-4,209
2003,IRN,-20,20
2004,IRN,-15,20
2005,IRN,-16,13
2006,IRN,-110,297
2007,IRN,-30,400
2008,IRN,-8,253
2009,IRN,-46,748
2010,IRN,-15,942
2011,IRN,-10,506
2012,IRN,-23,765
2013,IRN,-25,565
2014,IRN,-39,781
2015,IRN,-15,954
2016,IRN,-13,1014
2017,IRN,-88,926
2018,IRN,-50,1563
2019,IRN,-68,1534
2020,IRN,-8,1968
2021,IRN,-360,755
2022,IRN,-65,483
2023,IRN,-200,802
2003,IRQ,-13,206
2004,IRQ,-20,165
2005,IRQ,-3,86
2006,IRQ,-10,39
2007,IRQ,-20,102
2008,IRQ,-30,116
2009,IRQ,-4,119
2010,IRQ,-20,93
2011,IRQ,-10,119
2012,IRQ,-8,102
2013,IRQ,-126,129
2014,IRQ,-58,405
2015,IRQ,-85,345
2016,IRQ,-172,436
2017,IRQ,-429,271
2018,IRQ,-14,87
2019,IRQ,-8,77
2020,IRQ,-6,415
2021,IRQ,-13,259
2022,IRQ,-14,64
2023,IRQ,-74,96
2003,ISL,-5,1
2007,ISL,-2,1
2008,ISL,0,2
2009,ISL,-39,6
2011,ISL,-4,1
2012,ISL,-5,1
2013,ISL,-29,6
2014,ISL,-35,33
2015,ISL,-20,13
2016,ISL,-10,12
2017,ISL,-30,44
2018,ISL,-20,11
2019,ISL,-10,22
2020,ISL,-10,20
2021,ISL,-10,12
2022,ISL,-8,2
2023,ISL,-10,1
2003,ISR,-5,39
2004,ISR,-2,35
2005,ISR,-6,20
2006,ISR,-20,126
2007,ISR,-8,76
2008,ISR,-14,93
2009,ISR,-8,181
2010,ISR,-40,120
2011,ISR,-5,207
2012,ISR,-4,231
2013,ISR,-5,270
2014,ISR,-80,383
2015,ISR,-10,208
2016,ISR,-25,381
2017,ISR,-91,303
2018,ISR,-28,225
2019,ISR,-13,282
2020,ISR,-17,841
2021,ISR,-19,255
2022,ISR,-10,159
2023,ISR,-50,1105
2003,ITA,-20,17
2004,ITA,-7,7
2005,ITA,-10,35
2006,ITA,-20,59
2007,ITA,-55,177
2008,ITA,-23,107
2009,ITA,-33,292
2010,ITA,-30,98
2011,ITA,-10,192
2012,ITA,-5,199
2013,ITA,-37,292
2014,ITA,-13,288
2015,ITA,-170,505
2016,ITA,-60,413
2017,ITA,-5,284
2018,ITA,-114,243
2019,ITA,-5,326
2020,ITA,-100,1313
2021,ITA,-10,265
2022,ITA,-20,179
2023,ITA,-38,321
2003,JAM,-9,7
2004,JAM,-40,4
2007,JAM,-10,2
2008,JAM,-30,13
2009,JAM,-9,13
2010,JAM,-12,27
2011,JAM,-7,17
2012,JAM,-10,12
2013,JAM,-10,28
2014,JAM,-20,37
2015,JAM,-14,44
2016,JAM,-10,56
2017,JAM,-2,26
2018,JAM,-10,46
2019,JAM,-5,63
2020,JAM,-10,65
2021,JAM,-5,15
2022,JAM,-60,30
2023,JAM,-6,19
2003,JOR,-5,2
2004,JOR,-24,9
2005,JOR,-63,24
2006,JOR,-30,5
2007,JOR,-5,5
2008,JOR,-5,4
2009,JOR,-2,14
2010,JOR,-110,21
2011,JOR,-20,38
2012,JOR,-5,20
2013,JOR,-40,16
2014,JOR,-48,52
2015,JOR,-20,56
2016,JOR,-40,93
2017,JOR,-7,76
2018,JOR,-1,60
2019,JOR,-20,106
2020,JOR,-380,225
2021,JOR,-20,39
2022,JOR,-5,11
2023,JOR,-20,46
2003,JPN,-2,817
2004,JPN,-56,1323
2005,JPN,-70,1829
2006,JPN,-40,1229
2007,JPN,-40,1580
2008,JPN,-97,1048
2009,JPN,-4,1428
2010,JPN,-206,6455
2011,JPN,-85,2214
2012,JPN,-39,7558
2013,JPN,-657,5447
2014,JPN,-506,6558
2015,JPN,-113,6557
2016,JPN,-164,6162
2017,JPN,0,4889
2018,JPN,-41,3531
2019,JPN,-106,3178
2020,JPN,-5,4276
2021,JPN,-160,2578
2022,JPN,-741,3234
2023,JPN,-14,5143
2003,KAZ,-10,59
2004,KAZ,-14,4
2005,KAZ,-8,7
2006,KAZ,-5,29
2007,KAZ,-40,16
2008,KAZ,-5,11
2009,KAZ,-14,198
2010,KAZ,-8,177
2011,KAZ,-25,79
2012,KAZ,-40,64
2013,KAZ,-5,75
2014,KAZ,-10,87
2015,KAZ,-2,111
2016,KAZ,-5,139
2017,KAZ,-15,180
2018,KAZ,-60,250
2019,KAZ,-33,436
2020,KAZ,-134,446
2021,KAZ,-5,206
2022,KAZ,-35,153
2023,KAZ,-13,152
2003,KEN,-10,3
2004,KEN,-5,17
2005,KEN,-5,7
2006,KEN,-10,36
2007,KEN,-39,33
2008,KEN,-30,102
2009,KEN,-5,89
2010,KEN,-5,36
2011,KEN,-65,62
2012,KEN,-10,91
2013,KEN,-15,252
2014,KEN,-10,365
2015,KEN,-45,204
2016,KEN,-110,532
2017,KEN,-15,240
2018,KEN,-26,761
2019,KEN,-60,425
2020,KEN,-27,870
2021,KEN,-24,153
2022,KEN,-5,134
2023,KEN,-12,203
2003,KGZ,-75,74
2004,KGZ,-15,22
2005,KGZ,-15,20
2006,KGZ,-5,32
2007,KGZ,-30,46
2008,KGZ,-10,41
2009,KGZ,-20,143
2010,KGZ,-15,204
2011,KGZ,-35,79
2012,KGZ,-25,89
2013,KGZ,-120,82
2014,KGZ,-10,161
2015,KGZ,-72,118
2016,KGZ,-35,812
2017,KGZ,-15,185
2018,KGZ,-4,102
2019,KGZ,-39,333
2020,KGZ,-13,186
2021,KGZ,-13,101
2022,KGZ,-2,74
2023,KGZ,-19,76
2003,KHM,-5,17
2004,KHM,-5,28
2005,KHM,-8,10
2006,KHM,-29,16
2007,KHM,-40,33
2008,KHM,-18,27
2009,KHM,-35,152
2010,KHM,-27,55
2011,KHM,-14,98
2012,KHM,-4,352
2013,KHM,-80,140
2014,KHM,-135,392
2015,KHM,-15,325
2016,KHM,-8,659
2017,KHM,-20,541
2018,KHM,-26,601
2019,KHM,-56,496
2020,KHM,-55,539
2021,KHM,-13,308
2022,KHM,-52,285
2023,KHM,-235,366
2003,KOR,-4,251
2004,KOR,-2,321
2005,KOR,-14,233
2006,KOR,-25,220
2007,KOR,-50,266
2008,KOR,-239,346
2009,KOR,-129,785
2010,KOR,-80,1477
2011,KOR,-308,1101
2012,KOR,-13,1274
2013,KOR,-85,1409
2014,KOR,-112,1779
2015,KOR,-24,1911
2016,KOR,-262,3749
2017,KOR,-538,5437
2018,KOR,-357,1821
2019,KOR,-14,1403
2020,KOR,-70,2268
2021,KOR,-13,628
2022,KOR,-21,809
2023,KOR,-85,1422
2003,KWT,-60,14
2004,KWT,-7,1
2006,KWT,-7,3
2008,KWT,-20,4
2009,KWT,-13,5
2010,KWT,-20,8
2011,KWT,-5,30
2012,KWT,-30,20
2013,KWT,-10,3
2014,KWT,-9,24
2015,KWT,-10,19
2016,KWT,-30,36
2017,KWT,-5,21
2018,KWT,-10,39
2019,KWT,-10,27
2020,KWT,-40,48
2021,KWT,-5,14
2022,KWT,-14,9
2023,KWT,-20,13
2003,LAO,-70,13
2004,LAO,-30,28
2005,LAO,-10,2
2006,LAO,-5,7
2007,LAO,-40,14
2008,LAO,-5,6
2009,LAO,-4,30
2010,LAO,-10,13
2011,LAO,-5,32
2012,LAO,-5,83
2013,LAO,-45,93
2014,LAO,-175,108
2015,LAO,-29,119
2016,LAO,-69,539
2017,LAO,-60,141
2018,LAO,-7,179
2019,LAO,-369,160
2020,LAO,-57,155
2021,LAO,-58,81
2022,LAO,-5,113
2023,LAO,-26,331
2003,LBN,-10,2
2004,LBN,-10,1
2005,LBN,-10,4
2006,LBN,-12,133
2007,LBN,-25,27
2008,LBN,-19,23
2009,LBN,-5,38
2010,LBN,-7,7
2011,LBN,-20,50
2012,LBN,0,102
2013,LBN,-10,57
2014,LBN,-30,32
2015,LBN,-10,50
2016,LBN,-5,54
2017,LBN,-20,58
2018,LBN,-20,39
2019,LBN,-10,31
2020,LBN,-64,134
2021,LBN,-5,77
2022,LBN,-20,6
2023,LBN,-25,22
2003,LBR,-8,8
2004,LBR,-8,2
2005,LBR,-5,7
2006,LBR,-16,7
2007,LBR,-90,27
2008,LBR,-20,12
2009,LBR,-5,34
2010,LBR,-4,9
2011,LBR,-10,13
2012,LBR,-14,11
2013,LBR,-8,15
2014,LBR,-10,39
2015,LBR,-2,17
2016,LBR,-7,25
2017,LBR,-4,37
2018,LBR,-20,77
2019,LBR,-15,3
2020,LBR,-2,38
2021,LBR,-10,15
2022,LBR,-10,4
2023,LBR,-10,19
2003,LKA,-60,27
2004,LKA,-36,6
2005,LKA,-40,6
2006,LKA,-30,12
2007,LKA,-63,26
2008,LKA,-14,39
2009,LKA,-4,130
2010,LKA,-15,95
2011,LKA,-70,93
2012,LKA,-20,334
2013,LKA,-97,162
2014,LKA,-20,258
2015,LKA,-14,323
2016,LKA,-5,294
2017,LKA,-80,582
2018,LKA,-331,685
2019,LKA,-75,456
2020,LKA,-114,538
2021,LKA,-194,516
2022,LKA,-39,407
2023,LKA,-29,256
2003,LTU,-10,2
2006,LTU,-10,2
2007,LTU,-16,4
2010,LTU,-4,8
2011,LTU,-4,1
2012,LTU,-20,2
2013,LTU,-4,5
2014,LTU,-7,5
2015,LTU,-30,16
2016,LTU,-7,5
2017,LTU,-7,10
2018,LTU,-5,8
2019,LTU,-13,48
2020,LTU,-20,54
2021,LTU,-16,868
2022,LTU,-40,455
2023,LTU,-24,128
2005,LUX,-11,9
2007,LUX,-49,9
2008,LUX,-18,2
2009,LUX,-19,2
2011,LUX,-5,1
2013,LUX,-7,13
2014,LUX,-15,7
2015,LUX,-8,5
2016,LUX,-20,28
2017,LUX,-5,1
2018,LUX,-6,18
2019,LUX,-4,3
2020,LUX,-4,3
2021,LUX,-5,1
2022,LUX,-12,13
2023,LUX,-30,24
2008,LVA,-24,5
2010,LVA,-10,4
2011,LVA,-5,1
2013,LVA,-10,3
2014,LVA,-7,6
2015,LVA,-5,18
2016,LVA,-50,43
2017,LVA,-20,19
2018,LVA,-5,7
2019,LVA,-20,14
2020,LVA,-5,15
2021,LVA,-30,7
2022,LVA,-6,6
2023,LVA,-20,19
2003,MAC,-60,8
2004,MAC,-22,16
2005,MAC,-9,9
2006,MAC,-15,8
2007,MAC,-6,20
2008,MAC,-5,16
2009,MAC,-10,36
2010,MAC,-10,10
2011,MAC,-50,35
2012,MAC,-5,5
2013,MAC,-13,13
2014,MAC,-15,9
2015,MAC,-8,24
2016,MAC,-124,33
2017,MAC,-5,34
2018,MAC,-5,32
2019,MAC,-29,57
2020,MAC,-10,57
2021,MAC,-10,30
2022,MAC,-5,35
2023,MAC,-5,41
2003,MAR,-20,8
2004,MAR,-19,2
2007,MAR,-6,3
2010,MAR,-5,34
2011,MAR,-6,11
2012,MAR,-65,26
2013,MAR,-5,6
2014,MAR,-10,10
2015,MAR,-10,6
2016,MAR,-7,28
2017,MAR,-10,21
2018,MAR,-5,64
2019,MAR,-39,37
2020,MAR,-5,269
2021,MAR,-10,70
2022,MAR,-13,28
2023,MAR,-440,112
2006,MDA,-12,3
2007,MDA,-25,13
2009,MDA,-1,2
2013,MDA,-10,1
2014,MDA,-20,4
2015,MDA,-20,6
2016,MDA,-5,5
2018,MDA,-24,3
2019,MDA,-5,2
2020,MDA,-20,2
2021,MDA,-5,1
2022,MDA,-40,8
2023,MDA,-4,1
2008,MDG,-8,2
2009,MDG,-8,15
