YEAR,MonthYear,SubEventType,Record Count
2017,201710,4,32
2017,201710,5,31
2017,201710,6,269
2017,201711,1,15
2017,201711,2,20
2017,201711,3,54
2017,201711,4,76
2017,201711,5,18
2017,201711,6,452
2017,201712,1,45
2017,201712,2,29
2017,201712,3,78
2017,201712,4,152
2017,201712,5,57
2017,201712,6,818
2018,201801,1,11
2018,201801,2,11
2018,201801,3,46
2018,201801,4,70
2018,201801,5,22
2018,201801,6,441
2018,201802,1,22
2018,201802,2,9
2018,201802,3,45
2018,201802,4,51
2018,201802,5,72
2018,201802,6,342
2018,201803,1,28
2018,201803,2,33
2018,201803,3,54
2018,201803,4,55
2018,201803,5,105
2018,201803,6,381
2018,201804,1,20
2018,201804,2,14
2018,201804,3,76
2018,201804,4,70
2018,201804,5,24
2018,201804,6,743
2018,201805,1,75
2018,201805,2,39
2018,201805,3,95
2018,201805,4,42
2018,201805,5,47
2018,201805,6,888
2018,201806,1,52
2018,201806,2,26
2018,201806,3,106
2018,201806,4,98
2018,201806,5,43
2018,201806,6,843
2018,201807,1,27
2018,201807,2,11
2018,201807,3,73
2018,201807,4,62
2018,201807,5,32
2018,201807,6,403
2018,201808,1,56
2018,201808,2,27
2018,201808,3,57
2018,201808,4,26
2018,201808,5,274
2018,201808,6,604
2018,201809,1,37
2018,201809,2,16
2018,201809,3,116
2018,201809,4,41
2018,201809,5,108
2018,201809,6,345
2018,201810,1,7
2018,201810,2,16
2018,201810,3,56
2018,201810,4,71
2018,201810,5,87
2018,201810,6,394
2018,201811,1,44
2018,201811,2,18
2018,201811,3,95
2018,201811,4,97
2018,201811,5,99
2018,201811,6,777
2018,201812,1,48
2018,201812,2,8
2018,201812,3,38
2018,201812,4,81
2018,201812,5,113
2018,201812,6,367
2019,201901,1,44
2019,201901,2,4
2019,201901,3,63
2019,201901,4,455
2019,201901,5,129
2019,201901,6,579
2019,201902,1,216
2019,201902,2,24
2019,201902,3,95
2019,201902,4,126
2019,201902,5,250
2019,201902,6,574
2019,201903,1,37
2019,201903,2,17
2019,201903,3,49
2019,201903,4,41
2019,201903,5,91
2019,201903,6,339
2019,201904,1,20
2019,201904,2,26
2019,201904,3,47
2019,201904,4,121
2019,201904,5,130
2019,201904,6,343
2019,201905,1,45
2019,201905,2,18
2019,201905,3,105
2019,201905,4,35
2019,201905,5,60
2019,201905,6,374
2019,201906,1,15
2019,201906,2,18
2019,201906,3,117
2019,201906,4,53
2019,201906,5,52
2019,201906,6,312
2019,201907,1,9
2019,201907,2,24
2019,201907,3,80
2019,201907,4,195
2019,201907,5,133
2019,201907,6,680
2019,201908,1,74
2019,201908,2,125
2019,201908,3,222
2019,201908,4,411
2019,201908,5,100
2019,201908,6,1235
2019,201909,1,19
2019,201909,2,42
2019,201909,3,122
2019,201909,4,87
2019,201909,5,67
2019,201909,6,569
2019,201910,1,31
2019,201910,2,33
2019,201910,3,117
2019,201910,4,97
2019,201910,5,35
2019,201910,6,428
2019,201911,1,38
2019,201911,2,40
2019,201911,3,75
2019,201911,4,113
2019,201911,5,96
2019,201911,6,1143
2019,201912,1,34
2019,201912,2,20
2019,201912,3,46
2019,201912,4,131
2019,201912,5,31
2019,201912,6,467
2020,202001,1,286
2020,202001,2,14
2020,202001,3,53
2020,202001,4,49
2020,202001,5,92
2020,202001,6,477
2020,202002,1,625
2020,202002,2,11
2020,202002,3,124
2020,202002,4,87
2020,202002,5,731
2020,202002,6,692
2020,202003,1,93
2020,202003,2,7
2020,202003,3,46
2020,202003,4,55
2020,202003,5,298
2020,202003,6,324
2020,202004,1,339
2020,202004,2,64
2020,202004,3,143
2020,202004,4,84
2020,202004,5,132
2020,202004,6,1499
2020,202005,1,609
2020,202005,2,33
2020,202005,3,380
2020,202005,4,126
2020,202005,5,319
2020,202005,6,2643
2020,202006,1,238
2020,202006,2,36
2020,202006,3,388
2020,202006,4,407
2020,202006,5,220
2020,202006,6,2042
2020,202007,1,172
2020,202007,2,20
2020,202007,3,197
2020,202007,4,110
2020,202007,5,110
2020,202007,6,1650
2020,202008,1,159
2020,202008,2,29
2020,202008,3,153
2020,202008,4,191
2020,202008,5,120
2020,202008,6,1012
2020,202009,1,319
2020,202009,2,44
2020,202009,3,429
2020,202009,4,524
2020,202009,5,185
2020,202009,6,1407
2020,202010,1,106
2020,202010,2,14
2020,202010,3,87
2020,202010,4,102
2020,202010,5,91
2020,202010,6,537
2020,202011,1,224
2020,202011,2,21
2020,202011,3,215
2020,202011,4,128
2020,202011,5,166
2020,202011,6,1495
2020,202012,1,415
2020,202012,2,76
2020,202012,3,450
2020,202012,4,245
2020,202012,5,521
2020,202012,6,2381
