YEAR,Actor2CountryCode,GoldsteinScale,Record Count
2008,GRC,-6053.700000000015,884
2008,GUY,-44,8
2008,HKG,-70.19999999999999,21
2008,HND,-10,2
2008,HRV,-61.2,17
2008,HTI,-38.4,11
2008,HUN,-32,10
2008,IDN,-1225.7000000000003,250
2008,IND,-3774.4000000000024,808
2008,IRL,-613.3,117
2008,IRN,-2326.1000000000013,492
2008,IRQ,-1117.5999999999997,172
2008,ISL,-6.8,2
2008,ISR,-781.7999999999995,168
2008,ITA,-882,185
2008,JAM,-75.4,14
2008,JOR,-48,9
2008,JPN,-9874.699999999973,2512
2008,KAZ,-150.60000000000002,40
2008,KEN,-902.2,145
2008,KGZ,-479.5999999999999,101
2008,KHM,-222.20000000000005,54
2008,KOR,-3306.4000000000037,684
2008,KWT,-26,6
2008,LAO,-80.80000000000001,22
2008,LBN,-250.60000000000002,50
2008,LBR,-47.8,12
2008,LKA,-345.9,49
2008,LUX,-18,2
2008,LVA,-39,6
2008,MAC,-115.89999999999998,22
2008,MDG,-34,15
2008,MEX,-223.3,49
2008,MKD,-5,1
2008,MLI,-16,5
2008,MLT,-5,1
2008,MMR,-1219.0000000000002,250
2008,MNG,-422.8,84
2008,MOZ,-48.8,16
2008,MUS,-7,2
2008,MWI,-147.8,34
2008,MYS,-1987.0000000000018,457
2008,NAM,-224.10000000000002,44
2008,NER,-4.4,1
2008,NGA,-522.9,88
2008,NIC,-32.4,8
2008,NLD,-538.0999999999999,131
2008,NOR,-135.3,29
2008,NPL,-6674.099999999991,1183
2008,NZL,-1745.0000000000016,353
2008,OMN,-15,3
2008,PAK,-3083.000000000006,626
2008,PAN,-115.2,15
2008,PER,-145.8,35
2008,PHL,-2410.900000000003,615
2008,PNG,-107.5,18
2008,POL,-607.1999999999998,131
2008,PRK,-3132.9000000000037,606
2008,PRT,-62.9,17
2008,PRY,-59.19999999999999,21
2008,QAT,-46,13
2008,RUS,-8383.99999999998,1985
2008,RWA,-53.8,11
2008,SAU,-224.70000000000007,56
2008,SDN,-5488.599999999994,1019
2008,SEN,-21.8,4
2008,SGP,-1186,281
2008,SLE,-35.5,8
2008,SLV,-14.1,5
2008,SOM,-1596.6000000000013,223
2008,SRB,-235.80000000000004,65
2008,SUR,-53.2,11
2008,SVK,-45.4,7
2008,SWE,-298.5,59
2008,SYR,-143.2,41
2008,TCD,-154,38
2008,TGO,-16,3
2008,THA,-1505.4000000000005,295
2008,TJK,-379.69999999999976,80
2008,TKM,-62.199999999999996,18
2008,TTO,-25,7
2008,TUN,-2,1
2008,TUR,-620.3999999999999,114
2008,TZA,-117,21
2008,UGA,-143,33
2008,UKR,-133.70000000000002,32
2008,URY,-8,1
2008,USA,-38880.50000000003,9562
2008,UZB,-267.70000000000005,66
2008,VEN,-241.10000000000002,57
2008,VNM,-2934.300000000001,509
2008,VUT,-15,3
2008,YEM,-466.99999999999983,68
2008,ZAF,-595.8000000000001,119
2008,ZMB,-367.5999999999999,68
2008,ZWE,-2300.9000000000024,466
2009,AFG,-2735.9000000000037,479
2009,AGO,-267.1999999999999,39
2009,ARE,-565.2999999999998,127
2009,ARG,-457.39999999999986,122
2009,ARM,-40.8,15
2009,ATG,-10,2
2009,AUS,-16020.599999999955,4112
2009,AUT,-231,35
2009,AZE,-142.3,25
2009,BEL,-825.8999999999997,208
2009,BGD,-913.5999999999998,184
2009,BGR,-97.60000000000001,28
2009,BHR,-68.5,11
2009,BLR,-34.5,8
2009,BMU,-157.1,33
